,Date,Country/Region,Confirmed,Deaths,Recovered,Active,New cases,New deaths,New recovered,WHO Region
29329,2020-06-26,Spain,247905,28338,150376,69191,419,8,0,Europe
29365,2020-06-27,Argentina,57744,1207,19143,37394,2401,23,727,Americas
29394,2020-06-27,Chile,267766,5347,228055,34364,4406,279,4624,Americas
29410,2020-06-27,Ecuador,54574,4424,26920,23230,718,18,427,Americas
29470,2020-06-27,Mexico,212802,26381,160721,25700,4410,602,3894,Americas
29516,2020-06-27,Spain,248469,28341,150376,69752,564,3,0,Europe
29552,2020-06-28,Argentina,59933,1232,20134,38567,2189,25,991,Americas
29581,2020-06-28,Chile,271982,5509,232210,34263,4216,162,4155,Americas
29597,2020-06-28,Ecuador,55255,4429,27058,23768,681,5,138,Americas
29657,2020-06-28,Mexico,216852,26648,164646,25558,4050,267,3925,Americas
29703,2020-06-28,Spain,248770,28343,150376,70051,301,2,0,Europe
29739,2020-06-29,Argentina,62268,1280,21138,39850,2335,48,1004,Americas
29768,2020-06-29,Chile,275999,5575,236154,34270,4017,66,3944,Americas
29784,2020-06-29,Ecuador,55665,4502,27430,23733,410,73,372,Americas
29844,2020-06-29,Mexico,220657,27121,170147,23389,3805,473,5501,Americas
29890,2020-06-29,Spain,248970,28346,150376,70248,200,3,0,Europe
29926,2020-06-30,Argentina,64530,1307,22028,41195,2262,27,890,Americas
29955,2020-06-30,Chile,279393,5688,241229,32476,3394,113,5075,Americas
29971,2020-06-30,Ecuador,56432,4527,27594,24311,767,25,164,Americas
30031,2020-06-30,Mexico,226089,27769,174538,23782,5432,648,4391,Americas
30077,2020-06-30,Spain,249271,28355,150376,70540,301,9,0,Europe
30113,2020-07-01,Argentina,67197,1351,23040,42806,2667,44,1012,Americas
30142,2020-07-01,Chile,282043,5753,245443,30847,2650,65,4214,Americas
30158,2020-07-01,Ecuador,58257,4576,27887,25794,1825,49,293,Americas
30218,2020-07-01,Mexico,231770,28510,178526,24734,5681,741,3988,Americas
30264,2020-07-01,Spain,249659,28364,150376,70919,388,9,0,Europe
30300,2020-07-02,Argentina,69941,1385,24186,44370,2744,34,1146,Americas
30329,2020-07-02,Chile,284541,5920,249247,29374,2498,167,3804,Americas
30345,2020-07-02,Ecuador,59468,4639,28032,26797,1211,63,145,Americas
30405,2020-07-02,Mexico,238511,29189,183757,25565,6741,679,5231,Americas
30451,2020-07-02,Spain,250103,28368,150376,71359,444,4,0,Europe
30487,2020-07-03,Argentina,72786,1437,25224,46125,2845,52,1038,Americas
30516,2020-07-03,Chile,288089,6051,253343,28695,3548,131,4096,Americas
30532,2020-07-03,Ecuador,60657,4700,28391,27566,1189,61,359,Americas
30592,2020-07-03,Mexico,245251,29843,189345,26063,6740,654,5588,Americas
30638,2020-07-03,Spain,250545,28385,150376,71784,442,17,0,Europe
30674,2020-07-04,Argentina,75376,1481,25930,47965,2590,44,706,Americas
30703,2020-07-04,Chile,291847,6192,257451,28204,3758,141,4108,Americas
30719,2020-07-04,Ecuador,61535,4769,28507,28259,878,69,116,Americas
30779,2020-07-04,Mexico,252165,30366,195724,26075,6914,523,6379,Americas
30825,2020-07-04,Spain,250545,28385,150376,71784,0,0,0,Europe
30861,2020-07-05,Argentina,77815,1507,27597,48711,2439,26,1667,Americas
30890,2020-07-05,Chile,295532,6308,261039,28185,3685,116,3588,Americas
30906,2020-07-05,Ecuador,61958,4781,28722,28455,423,12,215,Americas
30966,2020-07-05,Mexico,256848,30639,199914,26295,4683,273,4190,Americas
31012,2020-07-05,Spain,250545,28385,150376,71784,0,0,0,Europe
31048,2020-07-06,Argentina,80447,1582,28531,50334,2632,75,934,Americas
31077,2020-07-06,Chile,298557,6384,264378,27795,3025,76,3339,Americas
31093,2020-07-06,Ecuador,62380,4821,28872,28687,422,40,150,Americas
31153,2020-07-06,Mexico,261750,31119,204826,25805,4902,480,4912,Americas
31199,2020-07-06,Spain,251789,28388,150376,73025,1244,3,0,Europe
31235,2020-07-07,Argentina,83426,1644,30095,51687,2979,62,1564,Americas
31264,2020-07-07,Chile,301019,6434,268251,26334,2462,50,3873,Americas
31280,2020-07-07,Ecuador,63245,4873,29071,29301,865,52,199,Americas
31340,2020-07-07,Mexico,268008,32014,209437,26557,6258,895,4611,Americas
31386,2020-07-07,Spain,252130,28392,150376,73362,341,4,0,Europe
31422,2020-07-08,Argentina,87030,1694,36502,48834,3604,50,6407,Americas
31451,2020-07-08,Chile,303083,6573,271741,24769,2064,139,3490,Americas
31467,2020-07-08,Ecuador,63245,4873,29071,29301,0,0,0,Americas
31527,2020-07-08,Mexico,275003,32796,214316,27891,6995,782,4879,Americas
31573,2020-07-08,Spain,252513,28396,150376,73741,383,4,0,Europe
31609,2020-07-09,Argentina,90693,1720,38313,50660,3663,26,1811,Americas
31638,2020-07-09,Chile,306216,6682,274922,24612,3133,109,3181,Americas
31654,2020-07-09,Ecuador,64221,4900,29184,30137,976,27,113,Americas
31714,2020-07-09,Mexico,282283,33526,219628,29129,7280,730,5312,Americas
31760,2020-07-09,Spain,253056,28401,150376,74279,543,5,0,Europe
31796,2020-07-10,Argentina,94060,1774,38984,53302,3367,54,671,Americas
31825,2020-07-10,Chile,309274,6781,278053,24440,3058,99,3131,Americas
31841,2020-07-10,Ecuador,65018,4939,29577,30502,797,39,393,Americas
31901,2020-07-10,Mexico,289174,34191,225356,29627,6891,665,5728,Americas
31947,2020-07-10,Spain,253908,28403,150376,75129,852,2,0,Europe
31983,2020-07-11,Argentina,97509,1810,41408,54291,3449,36,2424,Americas
32012,2020-07-11,Chile,312029,6881,281114,24034,2755,100,3061,Americas
32028,2020-07-11,Ecuador,67209,5031,30107,32071,2191,92,530,Americas
32088,2020-07-11,Mexico,295268,34730,229856,30682,6094,539,4500,Americas
32134,2020-07-11,Spain,253908,28403,150376,75129,0,0,0,Europe
32170,2020-07-12,Argentina,100166,1845,42694,55627,2657,35,1286,Americas
32199,2020-07-12,Chile,315041,6979,283902,24160,3012,98,2788,Americas
32215,2020-07-12,Ecuador,67870,5047,30283,32540,661,16,176,Americas
32275,2020-07-12,Mexico,299750,35006,234905,29839,4482,276,5049,Americas
32321,2020-07-12,Spain,253908,28403,150376,75129,0,0,0,Europe
32357,2020-07-13,Argentina,103265,1903,44173,57189,3099,58,1479,Americas
32386,2020-07-13,Chile,317657,7024,286556,24077,2616,45,2654,Americas
32402,2020-07-13,Ecuador,68459,5063,30369,33027,589,16,86,Americas
32462,2020-07-13,Mexico,304435,35491,240101,28843,4685,485,5196,Americas
32508,2020-07-13,Spain,255953,28406,150376,77171,2045,3,0,Europe
32544,2020-07-14,Argentina,106910,1968,45467,59475,3645,65,1294,Americas
32573,2020-07-14,Chile,319493,7069,289220,23204,1836,45,2664,Americas
32589,2020-07-14,Ecuador,69570,5130,30484,33956,1111,67,115,Americas
32649,2020-07-14,Mexico,311486,36327,245830,29329,7051,836,5729,Americas
32695,2020-07-14,Spain,256619,28409,150376,77834,666,3,0,Europe
32731,2020-07-15,Argentina,111146,2050,47298,61798,4236,82,1831,Americas
32760,2020-07-15,Chile,321205,7186,292085,21934,1712,117,2865,Americas
32776,2020-07-15,Ecuador,70329,5158,30641,34530,759,28,157,Americas
32836,2020-07-15,Mexico,317635,36906,252368,28361,6149,579,6538,Americas
32882,2020-07-15,Spain,257494,28413,150376,78705,875,4,0,Europe
32918,2020-07-16,Argentina,114783,2112,49120,63551,3637,62,1822,Americas
32947,2020-07-16,Chile,323698,7290,295301,21107,2493,104,3216,Americas
32963,2020-07-16,Ecuador,71365,5207,31260,34898,1036,49,619,Americas
33023,2020-07-16,Mexico,324041,37574,257681,28786,6406,668,5313,Americas
33069,2020-07-16,Spain,258855,28416,150376,80063,1361,3,0,Europe
33105,2020-07-17,Argentina,119301,2178,49780,67343,4518,66,660,Americas
33134,2020-07-17,Chile,326439,8347,296814,21278,2741,1057,1513,Americas
33150,2020-07-17,Ecuador,72444,5250,31404,35790,1079,43,144,Americas
33210,2020-07-17,Mexico,331298,38310,264202,28786,7257,736,6521,Americas
33256,2020-07-17,Spain,260255,28420,150376,81459,1400,4,0,Europe
33292,2020-07-18,Argentina,122524,2220,52607,67697,3223,42,2827,Americas
33321,2020-07-18,Chile,328846,8445,299449,20952,2407,98,2635,Americas
33337,2020-07-18,Ecuador,73382,5282,31757,36343,938,32,353,Americas
33397,2020-07-18,Mexico,338913,38888,271239,28786,7615,578,7037,Americas
33443,2020-07-18,Spain,260255,28420,150376,81459,0,0,0,Europe
33479,2020-07-19,Argentina,126755,2260,54105,70390,4231,40,1498,Americas
33508,2020-07-19,Chile,330930,8503,301794,20633,2084,58,2345,Americas
33524,2020-07-19,Ecuador,74013,5313,31901,36799,631,31,144,Americas
33584,2020-07-19,Mexico,344224,39184,254941,50099,5311,296,-16298,Americas
33630,2020-07-19,Spain,260255,28420,150376,81459,0,0,0,Europe
33666,2020-07-20,Argentina,130774,2373,55913,72488,4019,113,1808,Americas
33695,2020-07-20,Chile,333029,8633,303992,20404,2099,130,2198,Americas
33711,2020-07-20,Ecuador,74620,5318,31955,37347,607,5,54,Americas
33771,2020-07-20,Mexico,349396,39485,263091,46820,5172,301,8150,Americas
33817,2020-07-20,Spain,264836,28422,150376,86038,4581,2,0,Europe
33853,2020-07-21,Argentina,136118,2490,58598,75030,5344,117,2685,Americas
33882,2020-07-21,Chile,334683,8677,306816,19190,1654,44,2824,Americas
33898,2020-07-21,Ecuador,76217,5366,32725,38126,1597,48,770,Americas
33958,2020-07-21,Mexico,356255,40400,267407,48448,6859,915,4316,Americas
34004,2020-07-21,Spain,266194,28424,150376,87394,1358,2,0,Europe
34040,2020-07-22,Argentina,141900,2588,60531,78781,5782,98,1933,Americas
34069,2020-07-22,Chile,336402,8722,309241,18439,1719,45,2425,Americas
34085,2020-07-22,Ecuador,77257,5418,33125,38714,1040,52,400,Americas
34145,2020-07-22,Mexico,362274,41190,270147,50937,6019,790,2740,Americas
34191,2020-07-22,Spain,267551,28426,150376,88749,1357,2,0,Europe
34227,2020-07-23,Argentina,148027,2702,62815,82510,6127,114,2284,Americas
34256,2020-07-23,Chile,338759,8838,311431,18490,2357,116,2190,Americas
34272,2020-07-23,Ecuador,78148,5439,33455,39254,891,21,330,Americas
34332,2020-07-23,Mexico,370712,41908,275454,53350,8438,718,5307,Americas
34378,2020-07-23,Spain,270166,28429,150376,91361,2615,3,0,Europe
34414,2020-07-24,Argentina,153520,2807,65447,85266,5493,105,2632,Americas
34443,2020-07-24,Chile,341304,8914,313696,18694,2545,76,2265,Americas
34459,2020-07-24,Ecuador,79049,5468,34544,39037,901,29,1089,Americas
34519,2020-07-24,Mexico,378285,42645,283382,52258,7573,737,7928,Americas
34565,2020-07-24,Spain,272421,28432,150376,93613,2255,3,0,Europe
34601,2020-07-25,Argentina,158334,2893,68022,87419,4814,86,2575,Americas
34630,2020-07-25,Chile,343592,9020,316169,18403,2288,106,2473,Americas
34646,2020-07-25,Ecuador,80036,5507,34544,39985,987,39,0,Americas
34706,2020-07-25,Mexico,385036,42645,288819,53572,6751,0,5437,Americas
34752,2020-07-25,Spain,272421,28432,150376,93613,0,0,0,Europe
34788,2020-07-26,Argentina,162526,2939,70518,89069,4192,46,2496,Americas
34817,2020-07-26,Chile,345790,9112,318095,18583,2198,92,1926,Americas
34833,2020-07-26,Ecuador,80694,5515,34896,40283,658,8,352,Americas
34893,2020-07-26,Mexico,390516,43680,295222,51614,5480,1035,6403,Americas
34939,2020-07-26,Spain,272421,28432,150376,93613,0,0,0,Europe
34975,2020-07-27,Argentina,167416,3059,72575,91782,4890,120,2057,Americas
35004,2020-07-27,Chile,347923,9187,319954,18782,2133,75,1859,Americas
35020,2020-07-27,Ecuador,81161,5532,34896,40733,467,17,0,Americas
35080,2020-07-27,Mexico,395489,44022,303810,47657,4973,342,8588,Americas
35126,2020-07-27,Spain,272421,28432,150376,93613,0,0,0,Europe
